field_id,season_year,soil_ph,soil_type,soil_moisture_pct,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,forecast_rain_mm,avg_temp,precip_history_mm,previous_crop,crop_planted,yield_t_ha,water_source
Field_037,2023,4.78,Sandy,32.26,56.19,,97.56,504.35,20.24F,376.06,Pea,Cucumber,3.28,well
Field_007,2019,7.39,PEAT,17.75,39.67,39.03,97.73,614.27,28.01,155.13,Soybean,Strawberry,4.7,canal
Field_010,2023,4.7,Silt,12.01,92.46,53.62,90.87,738.46,32.23,190.04,Sunflower,Chickpea,3.1,canal
Field_016,2018,5.84,clay,17.76,103.77,17.9,91.26,465.91,21.5F,403.72,Soybean,Soybean,5.73,well
Field_034,2019,6.84,loam,45.63,78.73,18.58,77.81,244.69,20.79,71.5,Potato,Mango,5.4,well
Field_043,2021,8.53,Loam,43.97,153.23,17.71,33.23,412.89,10.23,281.83,Pea,Blueberry,4.68,well
Field_031,2021,5.33,PEAT,59.17,74.89,59.61,32.7,278.35,11.65F,452.68,Soybean,Apple,2.28,canal
Field_050,2025,6.99,Peat,32.57,117.57,67.77,84.55,708.23,15.97,583.69,Pepper,Cabbage,3.61,well
Field_043,2019,6.5,Loam,42.36,126.96,12.66,26.11,440.09,7.94,296.07,Onion,Cauliflower,9.81,well
Field_016,2019,7.04,clay,15.89,127.8,19.78,65.28,735.52,17.54,325.49,Pear,Rye,6.8,well
Field_028,2025,7.43,Loam,52.67,35.88,68.6,65.97,204.96,18.67,405.98,Potato,Bean,9.47,well
Field_006,2020,8.1,sandy,47.7,91.4,15.48,30.83,447.87,13.45,182.24,Millet,Potato,8.12,well
Field_004,2021,7.7,CLAY,38.04,15.18,11.72,114.84,357.81,17.19,395.97,Flax,Flax,7.22,well
Field_005,2019,6.7,Silt,30.84,46.56,35.94,73.14,385.79,19.98,193.8,Lettuce,Lentil,2.5,canal
Field_042,2023,5.07,Sandy,12.93,14.27,32.17,33.05,345.58,19.24,825.72,Potato,Potato,5.35,river
Field_026,2018,6.26,clay,26.95,85.6,11.46,58.68,296.49,21.3,388.93,Potato,Potato,7.95,canal
Field_042,2019,6.44,Sandy,9.91,20.67,31.98,28.94,331.54,20.42,820.6,Corn,Corn,0.74,river
Field_015,2023,7.28,peat,29.42,59.09,19.29,44.42,708.19,15.07,691.11,Spinach,Grapes,9.02,well
Field_023,2020,9.23,LOAM,14.51,102.87,48.6,107.14,209.95,22.07,117.28,Peach,Sweet Potato,5.17,rainfed
Field_037,2024,6.98,Sandy,40.14,52.36,36.93,77.25,418.85,16.43,551.64,Soybean,Soybean,9.57,well
Field_032,2021,6.97,peat,45.79,100.31,64.82,76.13,358.75,21.85,564.29,Sunflower,Potato,6.07,well
Field_030,2025,6.93,Silt,39.06,63.85,64.71,49.64,465.27,8.45F,389.82,Garlic,Broccoli,6.82,rainfed
Field_033,2023,6.79,Silt,18.16,96.08,8.02,82.22,511.24,23.26F,269.9,Pea,Coffee,1.06,well
Field_027,2025,6.9,Sandy,49.34,58.68,40.4,18.73,367.46,12.98F,357.99,Tomato,Potato,7.87,canal
Field_012,2018,5.94,Silt,14.52,15.07,31.0,21.83,442.65,30.09F,517.03,Pea,Sunflower,0.86,river
Field_034,2020,7.11,loam,45.86,64.09,23.36,103.71,254.1,24.03,93.99,Plum,Apple,8.37,well
Field_001,2020,-1,silt,20.38,15.14,65.03,30.68,366.87,-1,220.12,Hemp,Chickpea,3.8,canal
Field_027,2018,6.04,Sandy,54.31,44.43,28.67,33.67,641.09,15.92F,185.75,Kale,Rice,3.86,canal
Field_035,2023,,Clay,8.61,53.3,46.34,62.66,450.16,25.86,486.0,Pear,Chickpea,9.47,river
Field_030,2024,8.05,Silt,36.19,42.97,52.51,50.44,675.7,8.66,310.95,Cucumber,Onion,3.02,rainfed
Field_022,2023,7.25,loam,48.41,107.44,42.08,22.31,357.26,23.73,851.54,Rice,Sorghum,1.83,rainfed
Field_015,2019,8.14,peat,32.95,71.9,14.55,49.53,836.62,14.53,832.94,Cotton,Pumpkin,7.54,well
Field_047,2019,5.42,Loam,17.77,13.01,32.24,80.29,179.78,23.15,219.49,Canola,Canola,7.04,rainfed
Field_011,2024,5.82,CLAY,14.88,24.24,26.41,106.23,401.24,12.08,279.03,Flax,Soybean,5.72,well
Field_026,2020,7.47,clay,44.68,68.0,14.27,38.99,354.37,20.77,508.44,Plum,Soybean,4.72,canal
Field_023,2024,8.61,LOAM,13.56,130.61,52.14,93.04,211.44,19.14,219.8,Sunflower,Sunflower,5.22,rainfed
Field_046,2021,7.98,SILT,16.58,141.04,15.27,64.05,504.61,32.05,90.29,Chickpea,Oats,5.05,rainfed
Field_035,2021,7.25,Clay,14.12,49.67,31.14,87.81,346.93,20.2,380.48,Pear,Chickpea,1.67,river
Field_011,2019,4.69,CLAY,13.22,15.25,23.43,105.76,20.4 in,12.06F,211.84,Millet,Sorghum,-3.5,well
Field_025,2024,8.09,Silt,15.1,48.84,47.68,64.1,590.76,25.38,595.04,Garlic,Chickpea,6.72,well
Field_026,2021,7.77,clay,48.27,79.23,13.98,58.02,400.94,21.83,602.47,Sorghum,Cocoa,1.23,canal
Field_045,2023,7.99,clay,56.33,34.5,54.91,47.1,256.59,18.25,248.16,Coffee,Coffee,9.65,river
Field_037,2018,6.13,Sandy,39.2,52.03,37.66,81.77,808.92,17.39,448.14,Lettuce,Tomato,4.05,well
Field_049,2018,4.64,Loam,22.34,27.25,18.11,81.85,571.51,14.15F,331.97,Plum,Potato,3.09,canal
Field_039,2019,8.96,SILT,19.97,29.31,38.5,44.66,133.66,9.98,527.71,Pepper,Cauliflower,2.24,rainfed
Field_044,2021,5.12,Peat,51.44,99.17,41.4,23.04,541.63,14.58,865.21,Pineapple,Hemp,4.64,well
Field_025,2022,5.31,Silt,14.72,60.5,48.25,56.88,17.1 in,23.08,583.68,Sunflower,Rice,9.48,well
Field_041,2025,9.13,Sandy,36.22,104.44,52.61,86.7,489.33,17.23,913.62,Pepper,Oats,0.55,river
Field_028,2020,6.73,Loam,34.84,48.85,40.8,57.01,257.56,17.35,402.47,Rye,Beet,6.64,well
Field_014,2019,7.09,Loam,38.29,136.88,19.37,43.63,626.78,35.9,113.82,Pea,Pea,2.62,canal
Field_041,2022,6.89,Sandy,23.32,71.33,40.75,66.84,524.08,18.41,588.08,Banana,Cauliflower,2.59,river
Field_031,2023,6.71,PEAT,61.41,68.7,43.65,46.79,278.21,12.59F,792.4,Chickpea,Blueberry,3.13,canal
Field_036,2023,6.74,peat,50.69,79.72,39.69,50.17,forty,24.98F,757.27,Pepper,Melon,4.07,river
Field_014,2018,5.67,Loam,25.24,133.21,17.46,46.38,425.95,32.18,104.22,Coffee,Cucumber,3.5,canal
Field_041,2021,6.76,Sandy,27.92,89.32,42.43,87.18,542.75,17.06F,802.18,Peach,Cotton,3.01,river
Field_023,2023,6.05,LOAM,13.32,128.17,34.44,80.06,7.3 in,20.43,174.52,Cucumber,Pumpkin,5.59,rainfed
Field_045,2021,7.67,clay,40.73,38.32,45.73,74.86,439.49,20.0,186.59,Rice,Rice,7.49,river
Field_012,2022,7.12,Silt,17.55,16.77,30.34,31.54,-1,26.32,458.43,Sunflower,Kale,8.36,river
Field_048,2020,6.93,LOAMY,20.84,62.37,43.59,26.12,32.1 in,13.6F,576.66,Hemp,Soybean,6.54,river
Field_038,2020,4.25,SANDY,58.63,95.01,31.3,39.61,550.92,13.32F,368.3,Rice,Plum,1.72,rainfed
Field_013,2019,7.81,Peat,36.99,112.33,44.79,28.15,257.83,27.41,861.53,Millet,Hemp,4.61,rainfed
Field_034,2023,4.78,loam,34.8,108.83,14.9,85.75,250.72,21.38F,107.23,Corn,Sorghum,8.92,well
Field_015,2019,9.09,peat,30.64,53.12,17.02,52.33,20.7 in,13.24,726.99,Banana,Melon,4.92,well
Field_022,2019,forty,loam,61.63,85.14,44.8,23.27,365.55,28.09,567.11,Blueberry,Hemp,3.14,rainfed
Field_011,2025,5.48,CLAY,16.9,15.6,,78.97,446.32,11.98F,171.41,Tomato,Rice,1.21,well
Field_046,2024,6.01,SILT,17.43,91.51,13.75,47.75,20.0 in,36.43,64.4,Tea,Chickpea,0.94,rainfed
Field_039,2022,6.45,SILT,21.48,23.17,40.05,39.51,222.83,8.89,597.78,Chickpea,Oats,9.92,rainfed
Field_001,2022,9.0,silt,26.96,13.46,41.9,21.59,619.61,29.98,173.03,Pineapple,Cassava,1.32,canal
Field_049,2023,4.44,Loam,32.69,24.28,20.26,86.73,641.94,13.54,366.63,Cabbage,Cabbage,4.17,canal
Field_042,2020,7.28,Sandy,8.19,16.89,36.0,28.97,14.4 in,18.6F,707.78,Sorghum,Oats,5.79,river
Field_035,2025,6.53,Clay,12.4,53.47,29.49,79.34,379.89,20.04,723.5,Carrot,Lentil,3.96,river
Field_019,2025,8.85,Sandy,13.73,132.35,forty,55.15,23.9 in,27.08,-1,Sunflower,Tomato,9.68,rainfed
Field_035,2018,8.95,Clay,10.11,44.18,32.73,95.67,619.6,26.4,551.32,Pear,Canola,6.53,river
Field_047,2019,8.29,Loam,22.41,9.76,35.52,82.1,209.2,24.82,199.84,Bean,Apple,9999.0,rainfed
Field_045,2023,8.22,clay,60.19,21.63,39.88,53.24,409.19,22.08,209.28,Cabbage,Cabbage,8.15,river
Field_030,2023,8.68,Silt,27.24,70.27,54.14,67.79,551.13,9.35,304.24,Cucumber,Plum,3.98,rainfed
Field_035,2020,7.37,Clay,14.2,51.01,40.92,69.51,18.1 in,26.16,398.51,Pumpkin,Lentil,3.24,river
Field_024,2021,5.34,Clay,,27.69,39.18,113.65,509.22,29.42,292.19,Spinach,Millet,4.93,river
Field_001,2021,5.97,silt,35.51,16.58,58.73,24.21,368.96,25.43,180.07,Hemp,Hemp,9999.0,canal
Field_006,2023,7.89,sandy,28.8,137.13,18.03,48.58,532.8,12.61F,142.06,Rice,Onion,9.48,well
Field_044,2022,5.55,Peat,63.12,59.67,26.71,32.64,545.22,13.31,804.01,Strawberry,Wheat,3.67,well
Field_049,2024,5.75,Loam,36.18,23.96,15.29,102.74,,13.29,-1,Rice,Spinach,6.52,canal
Field_041,2024,7.93,Sandy,40.63,84.89,62.06,93.18,450.29,16.69,878.31,Melon,Potato,9.88,river
Field_031,2020,6.0,PEAT,59.16,-1,53.32,37.91,433.82,10.85,517.31,Barley,Banana,8.1,canal
Field_007,2024,8.06,PEAT,15.7,52.44,53.54,80.87,372.32,28.44,155.0,Grapes,Grapes,6.17,canal
Field_002,2025,7.64,clay,52.03,152.58,28.18,28.88,474.34,22.28,133.18,Soybean,Hemp,9.15,canal
Field_049,2019,4.93,Loam,34.69,28.84,,87.99,447.03,13.91F,374.34,Bean,Cauliflower,2.48,canal
Field_030,2023,8.82,Silt,28.25,42.35,51.75,62.55,561.39,8.6F,409.01,Pumpkin,Kale,8.99,rainfed
Field_037,2025,5.94,Sandy,29.26,53.86,40.01,84.94,683.53,21.79,403.2,Cucumber,Pea,2.01,well
Field_014,2025,6.13,Loam,32.8,99.23,21.51,57.32,466.3,33.94,96.91,Corn,Sunflower,8.57,canal
Field_021,2025,6.39,SANDY,46.58,30.47,47.79,115.16,24.8 in,27.87F,415.02,Cauliflower,Pineapple,3.82,rainfed
Field_035,2020,7.09,Clay,13.03,45.93,35.75,61.66,646.92,24.48,718.5,Bean,Bean,2.13,river
Field_046,2022,8.13,SILT,15.38,140.13,13.52,,435.55,29.73,69.48,Sunflower,Pear,1.61,rainfed
Field_010,2024,5.03,Silt,15.0,103.29,55.67,76.24,590.21,33.94,172.91,Canola,Rice,3.82,canal
Field_016,2024,4.52,clay,10.82,,14.63,69.89,450.1,20.99,563.04,Oats,Pear,4.6,well
Field_028,2025,7.4,Loam,52.27,37.47,46.91,60.03,202.09,17.33,588.1,Cotton,Cotton,9.27,well
Field_037,2020,5.04,Sandy,36.05,48.87,36.17,53.3,668.25,22.01F,373.18,Cassava,Cauliflower,2.7,well
Field_025,2021,7.34,Silt,12.35,41.97,30.41,96.71,779.2,22.15F,518.96,Hemp,Chickpea,1.57,well
Field_016,2022,5.81,clay,18.33,109.7,11.01,64.04,656.33,18.48,305.52,Chickpea,Chickpea,1.56,well
Field_040,2020,7.71,LOAM,10.19,53.81,35.34,73.15,311.34,21.09,317.36,Tomato,Corn,8.15,rainfed
Field_038,2023,5.72,SANDY,52.29,,27.55,43.29,627.42,13.42,313.37,Soybean,Soybean,8.34,rainfed
Field_040,2018,6.74,LOAM,9.05,43.86,43.13,72.5,12.3 in,17.98,315.86,Plum,Corn,5.05,rainfed
Field_002,2018,8.67,clay,45.11,163.74,23.42,32.28,860.9,26.49,65.32,Pea,Cassava,9.67,canal
Field_033,2021,7.29,Silt,19.85,91.4,,103.35,478.21,24.19,412.88,Broccoli,Peach,1.82,well
Field_013,2022,5.82,Peat,36.63,98.43,48.33,19.33,162.02,21.95F,528.49,Peach,Corn,9.79,rainfed
Field_046,2023,7.75,SILT,9.65,128.42,11.99,41.62,555.15,33.71,95.87,Sweet Potato,Apple,0.79,rainfed
Field_028,2023,6.45,Loam,61.03,40.97,57.46,71.04,300.84,19.55,419.9,Plum,Sorghum,0.55,well
Field_049,2024,6.22,Loam,26.18,19.31,17.75,96.43,409.03,13.12,229.68,Barley,Sorghum,7.42,canal
Field_008,2024,5.02,Silt,41.46,168.76,30.38,42.76,123.5,9.78,360.52,Blueberry,Apple,8.37,well
Field_045,2019,5.31,clay,46.4,38.28,33.23,80.83,15.3 in,22.2,295.44,Cotton,Pumpkin,0.59,river
Field_016,2023,4.52,clay,15.77,146.2,20.1,59.08,15.7 in,21.88,533.06,Pea,Coffee,6.01,well
Field_035,2022,6.53,Clay,15.11,33.43,33.24,72.21,616.72,26.87,682.61,Pumpkin,Pumpkin,5.53,river
Field_015,2019,9.53,peat,36.58,68.82,16.58,43.42,646.32,16.07,562.7,Melon,Melon,7.05,well
Field_015,2020,5.87,peat,31.6,56.59,21.43,52.89,572.69,16.29F,613.92,Banana,Wheat,6.33,well
Field_011,2023,6.53,CLAY,16.42,20.26,29.27,80.53,535.29,10.98,143.64,Bean,Mango,1.32,well
Field_005,2023,6.83,Silt,26.58,76.71,35.47,83.34,390.25,18.42,242.8,Cotton,Carrot,4.33,canal
Field_021,2022,5.6,SANDY,46.24,29.0,60.44,69.54,671.41,27.26,forty,Rice,Strawberry,9.86,rainfed
Field_020,2019,7.01,LOAM,11.58,102.82,16.14,76.04,395.84,13.06,551.18,Corn,Strawberry,7.23,rainfed
Field_004,2022,6.75,CLAY,28.02,10.49,15.43,103.21,560.45,17.56,414.37,Cucumber,Cocoa,9.79,well
Field_026,2024,9.38,clay,28.48,64.01,15.79,56.81,12.9 in,24.26,342.5,Pepper,Apple,5.63,canal
Field_043,2019,7.86,Loam,42.98,118.94,15.97,26.21,434.82,9.25,167.68,Flax,Broccoli,4.87,well
Field_037,2025,5.03,Sandy,25.64,87.58,39.7,96.61,650.18,17.93,668.58,Pineapple,Rice,5.66,well
Field_011,2024,6.17,CLAY,14.45,25.2,24.29,93.76,343.96,11.21F,165.07,Flax,Flax,7.07,well
Field_037,2021,6.78,Sandy,26.07,65.3,33.43,91.67,621.1,19.98F,456.38,Cucumber,Peach,2.18,well
Field_020,2023,6.68,LOAM,20.83,73.99,,61.29,444.49,16.5,529.38,Tomato,Sweet Potato,2.39,rainfed
Field_008,2021,5.43,Silt,32.0,103.54,50.72,39.63,237.99,11.53F,222.39,Pear,Grapes,1.02,well
Field_033,2022,7.2,Silt,18.43,100.87,6.65,77.48,19.9 in,22.62F,292.13,Broccoli,Coffee,2.57,well
Field_041,2024,7.04,Sandy,30.41,71.11,45.75,68.77,486.5,16.97,476.78,Coffee,Onion,5.92,river
Field_021,2023,5.9,SANDY,40.68,35.24,39.15,77.15,forty,30.36F,509.0,Peach,Beet,3.37,rainfed
Field_043,2021,7.53,Loam,41.83,104.22,21.51,20.34,466.43,10.22,200.82,Pumpkin,Strawberry,8.02,well
Field_011,2020,6.92,CLAY,13.05,17.07,21.83,113.73,524.91,10.55,212.55,Pear,Beet,5.17,well
Field_047,2021,6.07,Loam,15.13,10.41,41.09,59.07,154.96,23.53,216.33,Wheat,Millet,4.24,rainfed
Field_042,2019,7.54,Sandy,10.16,17.09,32.15,32.31,230.73,18.96,468.96,Cucumber,Wheat,2.16,river
Field_002,2024,8.97,clay,41.2,130.98,24.3,33.06,745.71,27.49F,85.39,Canola,Canola,5.75,canal
Field_046,2019,9.77,SILT,15.18,91.02,18.23,63.36,491.85,30.02,70.26,Cotton,Cassava,7.63,rainfed
Field_021,2025,,SANDY,31.16,33.82,63.31,106.22,20.8 in,23.79,603.72,Oats,Cassava,7.84,rainfed
Field_042,2019,7.19,Sandy,11.96,13.84,46.72,33.27,308.05,16.59,788.84,Corn,Soybean,7.18,river
Field_022,2024,5.82,loam,61.29,94.65,30.46,25.18,14.3 in,23.09,761.21,Potato,Wheat,9.67,rainfed
Field_038,2025,5.05,SANDY,58.33,89.84,forty,49.32,600.29,12.34F,376.04,Rice,Rice,5.75,rainfed
Field_034,2025,7.49,loam,49.14,87.76,15.29,,8.4 in,24.43,69.2,Wheat,Sweet Potato,5.75,well
Field_042,2022,5.1,Sandy,11.83,18.52,31.62,21.64,331.39,20.59,456.13,Pepper,Lettuce,2.61,river
Field_031,2018,7.17,PEAT,46.29,73.8,54.11,34.83,12.9 in,11.46,395.31,Grapes,Blueberry,5.16,canal
Field_045,2021,5.45,clay,47.99,27.89,34.33,63.86,428.67,20.64,165.92,Pear,Pear,-3.5,river
Field_021,2023,forty,SANDY,29.99,22.83,65.44,98.95,799.24,24.02,470.58,Oats,Pea,7.89,rainfed
Field_034,2019,5.73,loam,42.44,98.93,22.81,111.94,292.16,21.79,71.04,Cabbage,Sweet Potato,9.62,well
Field_010,2022,4.69,Silt,10.58,113.58,60.41,82.82,699.64,33.28,276.16,Canola,Canola,5.82,canal
Field_033,2024,5.86,Silt,12.7,96.86,10.99,67.13,376.82,20.5,357.67,Rye,Chickpea,3.67,well
Field_047,2020,5.94,Loam,27.3,13.46,47.23,85.05,261.34,25.19,187.32,Sorghum,Corn,1.39,rainfed
Field_039,2021,8.99,SILT,16.98,24.22,45.2,43.83,117.64,10.1,415.24,Broccoli,Broccoli,1.88,rainfed
Field_010,2020,6.47,Silt,15.72,117.68,47.6,95.56,620.76,29.87,268.03,Strawberry,Broccoli,9.69,canal
Field_020,2025,5.66,LOAM,21.1,103.51,19.68,69.96,486.14,13.74,375.99,Wheat,Sorghum,2.62,rainfed
Field_045,2024,5.45,clay,45.66,37.46,44.53,84.9,450.68,22.25,175.37,Soybean,Cassava,3.33,river
Field_011,2024,4.6,CLAY,17.96,25.63,20.3,105.2,688.17,10.06F,234.55,Kale,Kale,3.61,well
Field_047,2024,5.65,Loam,15.65,11.51,42.97,72.53,234.3,,239.56,Sunflower,Strawberry,2.03,rainfed
Field_003,2022,7.72,LOAM,27.91,33.56,56.58,81.75,198.67,28.47,-1,Pepper,Pear,2.81,canal
Field_042,2024,6.33,Sandy,9.3,19.93,49.38,25.5,268.55,20.51,745.02,Grapes,Corn,1.95,river
Field_042,2024,8.38,Sandy,8.41,17.16,30.79,24.95,269.55,16.93,,Wheat,Tea,1.11,river
Field_015,2021,5.99,peat,21.32,48.62,21.15,49.7,566.12,14.27,678.87,Pineapple,Pineapple,9.95,well
Field_050,2023,6.09,Peat,26.85,106.91,42.62,96.16,,14.04,396.33,Banana,Millet,3.47,well
Field_042,2023,6.51,Sandy,7.71,20.89,46.52,20.24,243.31,15.99F,473.72,Rye,Chickpea,6.74,river
Field_050,2025,6.82,Peat,23.29,151.91,60.92,60.47,487.42,14.23,714.49,Peach,Pepper,1.02,well
Field_002,2021,6.75,clay,53.22,152.95,19.16,37.3,603.61,24.27,79.08,Chickpea,Chickpea,6.2,canal
Field_002,2018,6.19,clay,69.77,119.16,24.45,34.29,-1,29.72,92.29,Pepper,Wheat,5.15,canal
Field_042,2023,7.1,Sandy,13.06,16.1,31.3,25.02,238.63,17.5F,678.23,Sorghum,Soybean,6.07,river
Field_026,2023,8.34,clay,32.13,76.47,11.36,40.66,312.61,22.09,406.18,Tomato,Corn,4.98,canal
Field_001,2022,7.89,silt,35.16,19.98,43.39,34.81,350.99,26.07,238.38,Melon,Carrot,5.3,canal
Field_031,2024,5.01,PEAT,46.27,70.78,60.11,49.71,307.77,10.23,572.9,Sunflower,Tomato,8.28,canal
Field_050,2022,6.67,Peat,26.06,105.41,47.81,61.3,450.74,12.74,611.98,Banana,Canola,9.92,well
Field_036,2018,8.14,peat,38.25,118.64,54.68,49.97,769.09,23.93F,578.68,Corn,Corn,5.48,river
Field_034,2024,6.55,loam,48.79,109.25,25.72,71.06,268.58,19.4,70.19,Pear,Strawberry,9999.0,well
Field_020,2025,6.85,LOAM,17.24,82.25,14.62,65.34,12.7 in,14.42,473.78,Potato,Cocoa,9.6,rainfed
Field_036,2022,8.21,peat,34.57,88.13,53.4,34.84,428.98,25.81,650.65,Strawberry,Pear,3.68,river
Field_022,2018,7.68,loam,54.13,122.24,38.96,19.16,310.72,22.07,715.27,Potato,Potato,6.6,rainfed
Field_010,2024,4.83,Silt,9.47,87.14,50.8,58.95,491.08,32.41,224.79,Millet,Cassava,9.71,canal
Field_028,2020,5.39,Loam,40.22,forty,60.45,86.45,7.4 in,16.05,301.11,Spinach,Grapes,1.61,well
Field_033,2025,5.82,Silt,15.79,101.66,7.55,98.77,345.75,25.09,297.48,Cocoa,Cocoa,5.44,well
Field_016,2020,5.61,clay,13.85,113.98,13.32,64.38,686.06,17.41,494.92,Pear,Pear,9.9,well
Field_041,2025,6.06,Sandy,40.81,92.94,46.8,71.22,12.1 in,19.8,794.26,Corn,Lettuce,2.65,river
Field_011,2023,6.98,CLAY,19.64,21.26,22.54,93.22,632.4,10.54F,243.84,Beet,Soybean,5.33,well
Field_029,2021,6.11,SANDY,25.32,101.93,15.7,55.15,848.64,15.88,124.48,Sweet Potato,Wheat,7.63,rainfed
Field_034,2022,4.98,loam,-1,102.74,15.28,68.6,249.36,21.35,,Mango,Sorghum,5.97,well
Field_021,2020,6.47,SANDY,31.29,26.5,51.0,118.06,545.56,28.39,448.68,Sunflower,Cotton,6.27,rainfed
Field_014,2023,5.07,Loam,30.6,92.68,19.65,58.87,500.27,,91.62,Cucumber,Cotton,4.56,canal
Field_015,2020,6.61,peat,38.18,70.28,14.29,44.9,681.24,14.29,594.68,Pear,Broccoli,4.28,well
Field_020,2018,6.39,LOAM,17.85,122.16,16.8,106.3,21.1 in,16.86F,359.87,Soybean,Pumpkin,3.56,rainfed
Field_039,2023,8.26,SILT,14.91,31.62,35.35,42.25,210.89,10.78F,581.71,Flax,Cucumber,8.51,rainfed
Field_006,2019,7.2,sandy,33.44,141.54,12.3,34.07,30.2 in,15.73,131.38,Beet,Mango,4.73,well
Field_045,2024,5.55,clay,60.64,21.84,41.22,72.37,270.31,21.21,157.83,Kale,Rice,8.86,river
Field_002,2019,6.03,clay,42.12,104.5,28.12,27.25,17.8 in,29.0,131.56,Kale,Chickpea,3.42,canal
Field_003,2021,6.74,LOAM,18.73,27.21,49.51,101.94,192.1,26.78,608.5,Canola,Raspberry,5.01,canal
Field_006,2024,6.39,sandy,51.81,94.57,15.63,27.75,473.62,14.1,197.21,Plum,Chickpea,5.01,well
Field_044,2019,7.43,Peat,64.26,65.03,43.58,-1,660.56,14.67,494.79,Melon,Cocoa,9.2,well
Field_022,2023,6.86,loam,57.97,131.14,47.89,32.45,296.58,25.5,502.25,Canola,Rye,9.66,rainfed
Field_010,2020,5.69,Silt,9.48,109.56,57.3,68.49,430.11,33.53F,173.93,Apple,Melon,8.41,canal
Field_044,2018,6.51,Peat,35.32,95.04,41.23,40.02,802.73,12.43,869.46,Flax,Onion,9.0,well
Field_004,2024,8.13,CLAY,32.89,12.14,8.98,76.47,22.0 in,19.44,226.23,Chickpea,Chickpea,5.89,well
Field_027,2019,4.51,Sandy,57.53,50.38,28.11,27.72,636.03,12.45,308.08,Flax,Pea,9.26,canal
Field_010,2019,7.0,Silt,14.78,93.48,37.77,79.33,690.41,31.82,267.87,Peach,Peach,3.34,canal
Field_013,2019,7.86,Peat,28.66,151.94,47.31,28.64,283.77,22.1,491.64,Hemp,Flax,3.49,rainfed
Field_027,2022,6.62,Sandy,50.85,35.23,38.71,30.73,20.8 in,14.68,216.9,Oats,Sweet Potato,5.05,canal
Field_005,2020,7.84,Silt,21.72,74.05,25.27,60.21,433.01,16.72,238.94,Chickpea,Broccoli,3.85,canal
Field_050,2021,6.95,Peat,25.8,135.38,44.8,58.44,471.44,15.2,510.27,Soybean,Soybean,8.15,well
Field_002,2018,6.98,clay,41.08,105.57,21.51,26.93,862.53,22.68,112.78,Pineapple,Soybean,7.38,canal
Field_046,2022,forty,SILT,16.68,106.3,17.06,66.51,349.34,30.9,112.06,Sunflower,Garlic,3.58,rainfed
Field_003,2022,8.95,LOAM,30.5,25.4,45.13,62.49,252.14,33.46,488.59,Rye,Apple,5.89,canal
Field_038,2023,5.1,SANDY,54.0,66.14,34.06,46.82,391.9,13.4,337.38,Pineapple,Blueberry,9.11,rainfed
Field_038,2018,6.35,SANDY,50.35,65.84,25.92,46.05,20.4 in,12.25,284.57,Millet,Barley,0.57,rainfed
Field_036,2021,6.87,peat,37.03,117.52,53.0,37.08,477.67,29.29,530.24,Beet,Canola,2.39,river
Field_037,2022,5.32,Sandy,25.81,80.1,43.99,71.68,467.55,18.86,594.52,Rye,Pineapple,2.06,well
Field_019,2024,9.51,Sandy,13.36,,50.56,48.02,493.66,26.43,526.12,Garlic,Mango,4.47,rainfed
Field_025,2025,5.51,Silt,18.85,56.72,31.63,95.45,837.78,28.65F,382.11,Wheat,Pepper,8.33,well
Field_023,2025,5.7,LOAM,18.21,90.42,52.22,81.52,177.62,23.93,217.07,Cucumber,Cucumber,7.76,rainfed
Field_007,2020,7.84,PEAT,21.78,52.4,41.79,84.22,22.4 in,31.22,180.25,Sunflower,Cotton,1.76,canal
Field_035,2019,6.37,Clay,15.07,49.75,50.83,89.97,25.9 in,22.42,484.92,Banana,Pear,7.23,river
Field_015,2021,6.23,peat,29.87,62.82,21.02,36.83,430.29,17.06,610.75,Strawberry,Strawberry,3.38,well
Field_026,2022,7.94,clay,27.79,61.9,,36.78,409.67,23.15,357.5,Pumpkin,Pear,9.93,canal
Field_022,2020,7.28,loam,47.0,92.23,29.64,33.27,500.33,25.8,833.32,Sweet Potato,Soybean,9.44,rainfed
Field_022,2022,6.14,loam,56.66,86.67,42.19,28.07,449.24,25.0,707.18,Rice,Plum,7.43,rainfed
Field_012,2023,8.22,Silt,13.3,15.11,34.45,23.99,14.2 in,28.05,625.79,Canola,Canola,2.96,river
Field_001,2018,7.65,silt,29.55,19.32,46.12,20.58,460.65,34.25,-1,Broccoli,Cucumber,5.18,canal
Field_009,2025,8.05,Peat,39.67,90.08,60.89,45.99,27.0 in,19.21,333.54,Strawberry,Cassava,5.27,rainfed
Field_010,2018,4.63,Silt,14.89,78.27,62.59,58.62,568.09,29.03F,233.93,Oats,Soybean,8.45,canal
Field_028,2021,4.72,Loam,33.43,48.04,68.89,88.84,251.49,16.07,367.9,Pea,Pepper,8.75,well
Field_030,2023,5.65,Silt,27.83,58.39,67.0,60.98,478.88,8.23,332.13,Tea,Tea,3.03,rainfed
Field_010,2023,6.35,Silt,14.83,105.92,43.6,52.82,684.48,29.36,240.24,Pepper,Bean,5.56,canal
Field_047,2021,,Loam,24.74,14.4,34.28,79.08,208.26,22.34,256.95,Sweet Potato,Garlic,3.14,rainfed
Field_021,2022,7.02,SANDY,31.04,31.67,47.45,75.83,740.79,23.07,391.66,Coffee,Tea,8.29,rainfed
